标题,标题链接,头像,user-detail__name,totalStarIcon1,resource_date
张继的「枫桥夜泊」姑苏城外寒山寺，夜半钟声到客船，写的就是寒山寺，来苏州必打卡景点，进去可以5元撞钟3次，也可以买鱼食喂鱼，挺有历史气息。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159146682.html,https://dimg04.c-ctrip.com/images/Z80u19000001674qrA747_C_180_180.jpg,泉水家的玉酱,5分,2019/6/3
非常不错，值得一去。很好玩要听讲解的景色不错，体验很好，有趣好玩，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164273548.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,E34****09,5分,2020/8/28
很小的寺庙，如果不烧香，没什么好看！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163724816.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,David_Liu,4分,2020/6/27
"总结:一个被一首诗带火的寺！
寒山寺不大，但游人很多。淡季时就有很多旅游团组织观光，据说旺季时连墙壁和寺名都看不到~~再次感叹张继的手笔！",https://gs.ctrip.com/html5/you/comment/detail/3765/11/162251863.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,E37****10,5分,2019/12/10
值得去的一个寺庙，在里面环境很幽静,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163975997.html,https://dimg04.c-ctrip.com/images/zc0l170000011e3741A91_C_180_180.jpg,M41****929,5分,2020/8/1
还不错，寒山寺凭借名气值得一去，但是总的来说还是体现不出特色，性价比也偏低,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163640232.html,https://dimg04.c-ctrip.com/images/Z80f0v000000jsi77B5A4_C_180_180.jpg,DrHaoRh,5分,2020/6/12
跨年来寒山寺敲钟，希望2020年心想事成，事事顺利……,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162495418.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M09/90/B8/Cghzf1VihRiAIdz_AADMFIaT_5w305_C_180_180.jpg,bobosheng77,5分,2019/12/31
苏州的寒山寺因为诗人张继的“姑苏城外寒山寺 ，夜半钟声到客船”而举世闻名，年轻一代大家也是闻“诗”而来一探究竟，确实是个景色秀美的寺庙。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161738252.html,https://dimg04.c-ctrip.com/images/Z80516000000zbh0k9C90_C_180_180.jpg,黄小囡Mila,5分,2019/10/27
寒山寺里面有很多佛法表现的地方，跟着导游听了一些适合带父母老人去，可以去祈福，还有锦鲤，摸鱼头，沾好运好像是，记不清了，不过要买鱼食。还有可以去钟楼敲钟，敲三下，代表福禄寿。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161498391.html,https://dimg04.c-ctrip.com/images/t1/headphoto/699/910/854/683dab66bb374136af9930ea204dfc7e_C_180_180.jpg,M34****4050,4分,2019/10/11
虽然天气很热 但是景色很美 寺院小但很别致 还有肥大的锦鲤 第一次见活的锦鲤 而且还是巨大的 哈哈 开眼界了,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159863403.html,https://dimg04.c-ctrip.com/images/t1/headphoto/857/872/237/edc9e981b00e436a8dcee595001d62fa_C_180_180.jpg,_WeCh****107430,5分,2019/7/22
寒山寺在老苏州城之外侧，河边上。曾经的城外现在是市中心吧。寒山寺风景很好,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163597737.html,https://dimg04.c-ctrip.com/images/Z8021f000001gaxro0895_C_180_180.jpg,NickH,5分,2020/6/6
景点很小，大约不到一小时就可以逛完了，跟着别人的旅游团一起的，懂得的很多知识。风景不错。就是暑假人太多，影响了那份寺庙本该有的清净。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159945493.html,https://dimg04.c-ctrip.com/images/t1/headphoto/757/757/889/3b86691007a54fe684f07e198432d09b_C_180_180.jpg,_wech****832195,5分,2019/7/27
一直怀恋的地方，多年前去过多次了，害怕现在的样子，周边会不会面目全非。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163981017.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,知周万物,5分,2020/8/26
寒山寺，年代久远，历史氛围浓厚，面积不大，远近闻名，许多游人慕名而来。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163807083.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,wangms,5分,2020/7/10
国庆人真的太多了，完全没有一丝宁静，如果不是节假日出行、这里真的很舒服,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161281018.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g1/M02/49/54/CghzfFU4TYqATVzFAABER5NJ30k299_C_180_180.jpg,木易木易,5分,2019/10/3
值得推荐，姑苏城外寒山寺，来苏州必去景点，带女儿去的，感觉还不错哦！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163943565.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,m82****54,5分,2020/7/28
挺好的，来一个城市都要拜一拜,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163763744.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,158****6761,5分,2020/7/3
夜半钟声到客船，的景象不一定能体会到，游客真多，熙熙攘攘的。很热闹。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163701244.html,https://dimg04.c-ctrip.com/images/Z80p170000012mo34FEDD_C_180_180.jpg,用户118,5分,2020/6/23
金秋华美时节，来苏州玩耍，去了虎丘，然后就去寒山寺转转，姑苏城外寒山寺，夜半钟声到客船，寺内香火鼎盛，非常喜欢这种感觉，不错哦！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161694904.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,M31****1569,5分,2019/10/24
苏州的寒山寺非常有历史底蕴，是少年古刹！来这里的游客很多，香火旺盛！参观寒山寺，感受千年古钟，佛塔等，对寒山寺有了进一步了解！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162835611.html,https://dimg04.c-ctrip.com/images/Z80i0f0000007ayr498E0_C_180_180.jpg,Newflyyy,4分,2020/2/12
手机拍的图片竟然会少！记得之前去，有拍过照片的……竟然没了……寺庙不大，有一个长回廊，墙上都是写的远上寒山石径斜，这首诗。各种书法，做了一道墙……现在手机里没有了，唉,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158513156.html,https://dimg04.c-ctrip.com/images/0Z85v1200087ibi1j0FE1_C_180_180.jpg,三绿酱,5分,2019/4/23
因为听了导游的话所以也没敢在寺里面明目张胆的拍，觉得可能是一种亵渎吧。p1就是传说中的枫桥——张继诗中的。然后庙内有提供敲钟的，好像每人五元还是十元，能敲三次。但是因为时间比较赶就没去。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/154285028.html,https://dimg04.c-ctrip.com/images/t1/headphoto/177/080/529/285e9abeede347d9a7c1cc5e1b4c9287_C_180_180.jpg,_WB5****984,5分,2018/4/6
“月落乌啼霜满天，江枫渔火对愁眠。姑苏城外寒山寺，夜半钟声到客船。”来寒山寺，就是冲着这首诗。下雨天游寒山寺，别有一番味道。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162158839.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,M43****487,5分,2019/11/30
值得一去，早点去人少，去的迟了全是人，个人觉得寒山寺比狮子林好的多，不过各是各的景，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160466003.html,https://dimg04.c-ctrip.com/images/Z80v12000000t6yvy0179_C_180_180.jpg,_WeCh****386457,5分,2019/8/19
寒山寺钟鸣昼已昏，才子上京都美如画，游人如织声鼎沸扬，满天仙佛祥瑞缭绕，自在神器逍遥乐天，华灯金盏宝殿庄严，写这么多我好棒棒,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159417615.html,https://dimg04.c-ctrip.com/images/Z80u12000000s9sdw1373_C_180_180.jpg,silberstein,5分,2019/6/23
寒山寺的景区真的不如诗文里面描写的那么优美，对面还围挡起来一个枫桥景区，整个景区非常小，五块钱敲三下钟，不如花五块钱去西园寺看一看，罗汉堂也比这个有意思景色一般，体验不佳，可玩性低，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164248107.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,zy****40,3分,2020/8/26
很有意义，携程订票很方便，值得推荐 不错不错,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164025455.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g4/M02/25/91/CggYHlXBvHSAEFpXAADBo_PJxDQ812_C_180_180.jpg,钱小吖,5分,2020/8/6
是一个古刹，很老的一个古庙，相传普贤菩萨和文殊菩萨都曾经来到过这个是庙。姑苏城外寒山寺，夜半钟声到客船。还是很值得以来的。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160363483.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,M40****575,5分,2019/8/14
寒山寺是非常值得游客旅游的好地方，烧香拜佛的人很多，推荐大家到苏州一定要到寒山寺！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159236628.html,https://dimg04.c-ctrip.com/images/Z80u0z000000nrt0sAFD8_C_180_180.jpg,Lena么么,5分,2019/6/9
"【枫桥夜泊…寒山寺】
 寒山寺位于苏州市姑苏区…始建于南朝萧梁代天监年间，初名为“妙利普明塔院”，属于禅宗中的临济宗。
 唐代贞观年间，当时的名僧寒山、希迁两位高僧在此创建了寒山寺，寒山寺曾是中国十大名寺之一，寺内古迹甚多，有张继诗的石刻碑文，寒山、拾得的石刻像，文徵明、唐寅所书碑文残片等。
 目前的寒山寺殿宇大多为清代建筑…主要有大雄宝殿、藏经楼、钟楼、碑廊、枫江楼、霜钟阁等。
寒山寺自从唐代诗人张继题了《枫桥夜泊》一诗后，该寺便闻名了。寒山寺佛像雕塑别具一格，碑刻艺术天下闻名，碑廊陈列着历代名人岳飞、唐伯虎、董其昌、康有为等人的诗碑，其中当推晚清俞樾书张继诗碑最为著名。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165496629.html,https://dimg04.c-ctrip.com/images/Z80613000000uyhgo6573_C_180_180.jpg,jimmy,,2021/1/5
"黄墙内古典楼阁飞檐翘角，右为枫江楼，左为霜钟楼，都源于枫桥夜泊诗。
让我们重温一遍唐代诗人张继途经寒山寺时写下的这首羁旅诗—《枫桥夜泊》。
月落乌啼霜满天，江枫渔火对愁眠。
姑苏城外寒山寺，夜半钟声到客船。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165427888.html,https://dimg04.c-ctrip.com/images/Z80i0c00000062f831AB3_C_180_180.jpg,D23****498,,2020/12/28
"在解放初，寒山寺已经多年荒芜，1954年原常州接待寺僧演林至寺协助照管香火，寒山寺才又有僧人。同年有苏州名士宋鸿钊者，将其祖传名楼花篮楼施赠寒山寺，移建于碑廊西南隙地，易名为""枫江楼""。
文革期间寒山寺一度成为造反派刑讯逼供的牢房。佛像、法器、殿阁受损，寺藏文物被查抄。性空法师事先采取保护措施，使碑刻、藏经、罗汉等得以保存。
改革开放后全国政协副主席、中国佛教协会会长赵朴初，第一次到寒山寺视察并指导修复工作。寒山寺由此开始修复。
1979年除夕，在苏州市对外友协倡导配合下，举办第一届寒山寺听钟声活动，此后人数、规模逐年扩大，已成为一年一度的传统节日活动。
1979年7月，苏州市人民政府民族宗教处正式恢复，加速了寒山寺整修工程。同年，从西园寺请回释迦、迦叶、阿难、弥勒、韦陀及寒山、拾得诸塑像。
1980年，寒山寺被批准为首批全国重点开放寺院之一。1981年，新建心净楼、钟房。
1982年，江苏省人民政府正式宣布寒山寺为省级文物保护单位。
1990年，寒山寺完成五百罗汉装金，并翻建闻钟亭诸建筑。
钟楼位于藏经楼南侧，有一座六角形重檐亭阁。寒山寺的""天下第一佛钟""为仿唐式的古铜钟，总重量为108吨，钟高8.588米，钟底裙边最大直径5.188米。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/165368193.html,https://dimg04.c-ctrip.com/images/Z80413000000ttay762F0_C_180_180.jpg,恰似您的温柔,,2020/12/20
值得推荐，景色不错，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164102054.html,https://dimg04.c-ctrip.com/images/Z80p170000010xyoxE0D1_C_180_180.jpg,M34****1872,5分,2020/8/13
景色不错，值得推荐，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163737967.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,强者欧文,5分,2020/6/29
一个寺庙成了一个景点，可见寒山寺的影响深厚也是得益于那句古诗。乌苏城外寒山寺，夜半钟声到客船。非常有意境的寒山寺的景色。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163451875.html,https://dimg04.c-ctrip.com/images/Z80p16000000zciz2B981_C_180_180.jpg,我想遇到你,3分,2020/5/15
月落乌啼霜满天，江枫渔火对愁眠。姑苏城外寒山寺，夜半钟声到客船。唐代诗人张继的《枫桥夜泊》是世人再熟悉不过一首七言绝句，江南千年古刹~寒山寺,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163276202.html,https://dimg04.c-ctrip.com/images/0Z8041200088jrqamF0F6_C_180_180.jpg,倚栏听风彡,5分,2020/4/20
寒山寺 ：姑苏城外寒山寺，夜半钟声到客船。这句话一直印在脑海里，一直想去，终于今天去了，环境不错，一进来淡淡的香气味迎面而来，让人十分放松清闲的感觉，众多名人的石刻碑文，寒山、拾得的石刻像，文徵明、唐寅所书碑文残片等。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162613480.html,https://dimg04.c-ctrip.com/images/Z80p1700000113otc85C6_C_180_180.jpg,莱茵河畔少年郎,5分,2020/1/13
因为家里信佛和寒山寺的鼎鼎大名所以在苏州一日游中加入了寒山寺，确实是有不同于北方寺院的精致与典雅，不虚此行。另外这里是有免费解说的，好像是隔半小时一次，要提前去寺院大门旁边的免费解说处预约（要押身份证），导游小姐姐讲得也很具体，赞！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162187015.html,https://dimg04.c-ctrip.com/images/t1/headphoto/903/173/918/eb4b7bea9720440dac09eab89328ab00_C_180_180.jpg,_WeCh****290794,5分,2019/12/3
月落乌啼霜满天，江枫渔火对愁眠！姑苏城外寒山寺，夜半钟声到客船！月落乌啼霜满天，江枫渔火对愁眠！姑苏城外寒山寺，夜半钟声到客船！月落乌啼霜满天，江枫渔火对愁眠！姑苏城外寒山寺，夜半钟声到客船！古诗的影响力太大啦！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/162157785.html,https://dimg04.c-ctrip.com/images/t1/headphoto/882/320/089/158cae5ddb6143c0b6ae18523614cf08_C_180_180.jpg,M23****0189,5分,2019/11/30
人挤人，超级超级多，但是总体来说还是值得来一趟，感受下寒山寺气息姑苏城外寒山寺，在学校时就开始背这个古诗，今天如愿以偿的到此一游了！城市美，空气好！景点优美值得看看！对于距离遥远的人来此一游，人生才不遗憾！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161340865.html,https://dimg04.c-ctrip.com/images/t1/headphoto/397/132/243/542067aa29904ae9aca7e88f43eaeb6f_C_180_180.jpg,_WeCh****708349,5分,2019/10/5
"景点：寒山寺
地址：苏州寒山寺弄24号
门票：20元
交通：乘坐935路到来凤桥下
推荐理由：《枫桥夜泊》中的千年古寺
这座因为《枫桥夜泊》而出名的古寺，其实已经有了一千四百多年的历史。寺内大雄宝殿两侧功夫的十八尊鎏金罗汉像铸造于明代成化年间，是由五台山移置于此。碑郎里有很多经典的石刻诗碑，寺内钟楼里的那口钟，就是《枫桥夜泊》中那夜半钟声的来源。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/161126528.html,https://dimg04.c-ctrip.com/images/t1/headphoto/645/194/138/ba154c6373604e5a821d2bce5fd7318d_C_180_180.jpg,ma****ly,4分,2019/9/23
寒山寺位于苏州市姑苏区，始建于南朝萧梁代天监年间，初名“妙利普明塔院”。上面镌着唐代大诗人张继那首脍炙人口的诗：“月落乌啼霜满天，江枫渔火对愁眠。姑苏城外寒山寺，夜半钟声到客船。”这块由清末著名学者俞樾书写的诗碑，已成为寒山寺中的一绝。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160388000.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,suns****556,5分,2019/8/15
严重商业化了。如果是冲着枫桥夜泊这首诗去看看还行，但买东西什么的就别了。个人对珠子有点点研究，里面的虎眼石是假货，其他看不大出来。塔下面的水池里有很多锦鲤，水底全是硬币，看着膈应，古诗描绘的意境就这样被铜臭味淹没了。寺庙也小，颇有园林风格，建筑精致，这倒是优点。门派也算便宜。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159947947.html,https://dimg04.c-ctrip.com/images/Z80c160000010pr6qC42D_C_180_180.jpg,海刀残页,4分,2019/7/27
比现场订票便宜好多。寒山寺在中国知名度相当的高，所以游人很多。寺其实不大，游人却很多，所以在寺里面连照片都不方便拍。在寺里匆匆忙忙逛一下就出来了，外面有个园子，很大，可以逛逛，有个大碑，上刻有枫桥夜泊,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158860256.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,159****9303,5分,2019/5/18
"不为暄所迁，意以静为主。
  何必深山林，封峦绕轩户。
                       —张师中（宋）
  寒山寺因张继的一首《夜泊枫桥》名扬天下，中华第一诗碑和大钟楼的入驻，五湖四海的游客更是络绎不绝，尤其是节假日旅游高峰期，感觉到的可能只有四个字—人声鼎沸。为了观景拍照，有时不得不折衷随大流。纵然拍到喜欢的相片，心里总觉得少些什么。
  心有不甘，傍晚再次来访。寺院已关门谢客，外围的诗碑长廊为方便过往的行人，间或留几盏古钟灯照明，柔和的灯光与寺院宁静的氛围融为一体。除了普明塔院塔楼透出淡淡的橘色灯光外，没有一点声息，整座寺庙如在山林中一般，安安静静的隐入夜色。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/158699366.html,https://dimg04.c-ctrip.com/images/t1/headphoto/974/625/542/78c388c6be1445099fed28998ee46da3_C_180_180.jpg,心灵驿站,4分,2019/5/5
名气大了去，古人一首绝妙诗，胜过几亿打广告，从小读书不知其意，听导游解说才知其意，落第之人座船经过此地，从未进寺，意由心发写下千古绝诗，意境合一，从此留传千古。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158466085.html,https://dimg04.c-ctrip.com/images/t1/headphoto/397/132/243/542067aa29904ae9aca7e88f43eaeb6f_C_180_180.jpg,M23****1361,4分,2019/4/19
景点挺好的，虽然人也挺多的，但是感觉气氛特别好，还可以在抄经堂静下心来抄抄经文。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158459712.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,wangms,5分,2019/4/19
月落乌啼霜满天 江枫渔火对愁眠姑苏城外寒山寺 夜半钟声到客船～这首诗太有感觉了，让我最想来苏州游玩，感受下姑苏城外寒山寺的魅力！人很多大家大概都是冲着古诗来的，风景还不错，比其他出名的寺庙小，转两圈也就没有什么，听说钟楼里的大钟很灵去摸了摸！里面买的香20元3根为一株，门票我们买的学生票10块一个人，成人票20一人～内置开光佛珠没有灵隐寺价格公正！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/155369155.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M00/48/16/Cghzf1UeOw6ATEiQAAEPx-L_4cI006_C_180_180.jpg,殷司令,5分,2018/6/22
"景色不差，其建筑是按唐代样式修建。
有佛教书法碑文值得一游。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/164018972.html,https://dimg04.c-ctrip.com/images/Z80712000000t8gxdC774_C_180_180.jpg,以寂静问候就像虚空充满,5分,2020/8/5
寒山寺，那可是大大的有名，最早是在枫桥夜泊的古诗里听说过。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163523478.html,https://dimg04.c-ctrip.com/images/Z8020e00000075rmjB643_C_180_180.jpg,匆匆小二哥,5分,2020/5/26
为了《枫桥夜泊》这首诗特意来的，跟我们一样抱有这个想法的游客太多了，以至园区里到处是人。携程网上不能买学生票，但可以在园区售票处买到，半价10元。也值得一游。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160470445.html,https://dimg04.c-ctrip.com/images/t1/headphoto/463/352/613/9d877effaa3d4bd0b951bb4c60209b3b_C_180_180.jpg,E49****327,4分,2019/8/19
两人的问答名句在佛教界和民间广为流传，影响甚广：“寒山问拾得世间有谤我，欺我，辱我，笑我，轻我，贱我，恶我，骗我，如何处治乎？拾得曰：只是忍他，让他，由他，避他，敬他，不要理他，过十年后，你且看他！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158589716.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,_CFT01****0076020,5分,2019/4/30
订票取票非常方便,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164358924.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g3/M01/11/E7/CggYG1X2R4yAJ-I4AAD7Ep72cvM911_C_180_180.jpg,shrcbc282,5分,2020/9/7
二十多年前的记忆，现在高架就在旁边，俨然已不是姑苏城外了,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164330008.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,知周万物,5分,2020/9/3
寒山寺是个非常不错的寺庙和景点 课本上早有耳闻 非常值得一去,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163981189.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,M40****90,5分,2020/8/1
"""苏州城外寒山寺，夜半钟声到客船""，一首诗让很多人知道了寒山寺，到苏州了有空的话可以去寒山寺看看，不过要说有什么特别之处，却也说不出了。",https://gs.ctrip.com/html5/you/comment/detail/3765/11/163157522.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,无欲则刚,4分,2020/4/2
寒山寺是苏州的代表，因一句“姑苏城外寒山寺，夜半钟声到客船”而驰名中外。携程买门票很方便，价格实惠，无需取票。周六去的，游人趋之若鹜，热闹非凡。景色还不错。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161682273.html,https://dimg04.c-ctrip.com/images/Z80g0q000000go4ycDCFA_C_180_180.jpg,小北粑粑,4分,2019/10/23
终于一见，苏州必须要到的地方，就为了那一句“姑苏城外寒山寺，夜半钟声到客船”,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161337376.html,https://dimg04.c-ctrip.com/images/Z80p180000013uw9yF21F_C_180_180.jpg,320****832,5分,2019/10/4
好多地方在维修，整体不错，老房子修善的也好。值得一玩。三月份来就不那么热了。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159912697.html,https://dimg04.c-ctrip.com/images/t1/headphoto/258/512/704/6bce7506eecc48f8a4a6d3177e0acf24_C_180_180.jpg,137****2105,5分,2019/7/25
这座寺庙，因为文人骚客留下了众多墨宝而闻名于世，满满的人文气氛，但是是端午节去的，人特别多，建议淡季去游玩，吹吹风，慢慢地去大钟苑读一读那些诗，感觉挺不错的,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159271614.html,https://dimg04.c-ctrip.com/images/t1/headphoto/136/299/437/649eb217e3e54746b7a53b8665e14b00_C_180_180.jpg,张牙舞爪123,4分,2019/6/12
还不错，正好是农历15号去的，香火很旺，门票20，里面请香全家福80，其他自愿。第一次带小朋友来，体验了敲钟，敲钟5元3次，按人头算。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/163776827.html,https://dimg04.c-ctrip.com/images/0Z8541200041mdoip9D19_C_180_180.jpg,落落无尘-俞静,5分,2020/7/5
中午去的时候没停车位，下午四点去的时候人少了些。旅行团比较多，堆在一起显得特别挤。购寒山寺门票还赠隔壁枫桥景区游览，比较新但还没完全造好，就一个阁一块碑。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/161897245.html,https://dimg04.c-ctrip.com/images/t1/headphoto/760/308/426/8ecaaab087a84ff0946fa1c6397075ee_C_180_180.jpg,139****7600,4分,2019/11/8
清晨沿岸垂柳的运河，步行至超级历史大IP姑苏寒山寺，天空淼淼的雨丝与寺院晨起的香火交融在一起，洗涤着朝圣者的灵魂，江南的美在雨天，寒山寺的钟声在耳边回荡。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160937379.html,https://dimg04.c-ctrip.com/images/t1/headphoto/685/724/771/3cd584c18f744104b47d3f3d075d10e3_C_180_180.jpg,M14****681,4分,2019/9/15
姑苏城外寒山寺，夜半钟声到客船，我是因为张继的这首枫桥夜泊才去看的寒山寺，感觉现在都变成商业化模式了，不在有诗人笔下的那种情景，门票携程比售票处便宜两元。友情提示：寺庙有佛像的地方尽量不要拍照。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/158563689.html,https://dimg04.c-ctrip.com/images/t1/headphoto/293/406/308/22631089f44a497495c005fce85f6a6f_C_180_180.jpg,_WeCh****33851,5分,2019/4/28
"【姑苏美】
月落乌啼寒山寺，
江枫渔火伴客船。
留园高耸太湖石，
曲径通幽碧波艳。
寒山寺还是挺好看的真的是好山好水好地方",https://gs.ctrip.com/html5/you/comment/detail/3765/11/162395479.html,https://dimg04.c-ctrip.com/images/t1/headphoto/062/938/215/f5f05c77006946428867e3c0dae6f4eb_C_180_180.jpg,_WeCh****680080,4分,2019/12/24
寒山寺不大，有免费导游讲解，主要求的是家庭和睦，婚姻幸福。可以去拜一拜。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160991838.html,https://dimg04.c-ctrip.com/images/fd/headphoto/g2/M04/9B/00/CghzgFVS0ZmAWfjSAABeRjH2IwU643_C_180_180.jpg,中华小厨神,5分,2019/9/18
大名鼎鼎，最是牵挂的地方，青春年少时游过，再来己完全不记的，印象中的枫桥己变成高大的拱桥了，游人依旧，心情却不复往昔，再来更多感触。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160965299.html,https://dimg04.c-ctrip.com/images/t1/headphoto/424/398/503/0386f569fd0d4b488ff41b64bbc5743b_C_180_180.jpg,233****539,4分,2019/9/16
寒山寺作为一座拥有千余年历史的古迹，始建于南朝，初名妙利普明塔院，多次损毁，后因唐代名僧寒山，希迁创建寒山寺，接着因一首诗声名大噪，大雄宝殿后面有一个殿里供奉着和合二仙，据说是求姻缘比较灵验！,https://gs.ctrip.com/html5/you/comment/detail/3765/11/160113340.html,https://dimg04.c-ctrip.com/images/0Z847120008a979npEAC5_C_180_180.jpg,谖萱,5分,2019/8/5
很好。满意，人可以不是特多。但是有些热，很快几天溜达一圈，出来了。门口停车收费。一个小时六元。多半小时就是 8元，,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159333251.html,https://dimg04.c-ctrip.com/images/Z80h0s000000i2m3p8BCA_C_180_180.jpg,_WeCh****726638,5分,2019/6/17
寒山寺周边都被开发了，寺内的地方很小。有一个碑廊里陈列的古今文人手写的枫桥夜泊，算是一大特色。寺内大力宣扬的是枫桥夜泊和古钟，反而缺少了一丝肃穆和庄严。,https://gs.ctrip.com/html5/you/comment/detail/3765/11/159174828.html,https://dimg04.c-ctrip.com/images/Z80914000000wnq137240_C_180_180.jpg,洁洁与简简,4分,2019/6/5
值得推荐，景色不错，体验很好，第二次到寒山寺啦，寺庙非常有历史韵味，值得一再去探究，这次找了导游讲解，更多的了解寺庙文化，不错?,https://gs.ctrip.com/html5/you/comment/detail/3765/11/164364460.html,https://dimg04.c-ctrip.com/images/Z80h180000013xc9e3F64_C_180_180.jpg,红姒,5分,2020/9/7
